funding_rounds,total_funding,team_size,tech_stack_size,patents,burned_rate,revenue_growth,market_size,competitors,social_media_score,pivot_count,regulatory_score,client_retention,status
2.635788787441773,-6259406.555636188,18,-0.1886644695197217,1.4321288665371767,0.6230951789845993,-1.6252890648369784,-3286777.0222366047,0.18185376835722122,-0.005082641174664948,1,57.91617466226916,47.027075030360734,2
0.46805097231688,-6372537.889104981,-6,6.39347790894409,3.758335167424757,-2.71242180182334,,97784.00366187646,-3.264115931450119,-1.1676604003860618,3,51.012632470955886,72.81049302241152,0
1.8536922203648474,-3723210.61110009,8,1.6555352182121352,1.9934306817139915,0.8192041308055609,-1.3301460729591943,-1354408.859548365,1.1971891939197399,-1.4988685688053491,0,12.77215358351108,40.66249733192642,1
1.6905470936877642,2298396.561803664,-6,3.0261510507675395,2.402553295605516,5.074847708103345,2.0710840753006057,-2371741.760242277,0.44680347302802215,0.24839376258060009,0,98.75832860474884,42.7348781130973,0
-2.0897584791452646,2712541.7933123563,-36,2.337657362083482,3.37016737715683,-4.097353728402166,4.4013554558199415,3225829.9350258363,1.0078677258510074,-0.09469641433365128,3,65.9685267797115,56.580871649127076,2
0.43227977716107713,4144011.6091372934,39,-7.96635890663976,-2.345048044265748,2.1052836500005503,,1150313.0045244815,2.1741130966473476,3.9423472506953736,1,76.0673460405888,34.172104779588274,2
0.12000028081971892,-2095401.9235020608,3,3.3959279274763237,1.7021354318361803,1.654454003308926,-0.4341023781691553,-1844145.4977636212,-0.30824985480216105,-0.5015791212068984,3,60.307356259471455,92.39371434931977,1
0.43326600265953963,-2104838.78291283,27,3.0328330320200667,0.8008872499199273,-0.654422566063922,,2086976.5952641205,-2.526824898865712,-2.583302749830734,3,38.75358392897566,61.346964794985254,0
-0.15278811581722573,-639068.025039043,21,-1.2525921468692385,-2.0676795033419135,0.21387395563301426,-1.7697106765248027,-277908.85375985486,0.03358191611094408,-1.256166758007271,3,70.59906160423144,40.528485924750505,0
-1.0654172301323546,5720842.355781928,26,0.8906329306866412,2.3807134256668148,0.6102741947360875,2.7254050651101744,4653088.531995579,-2.458958978410651,1.2112235239277886,2,68.45928806520882,75.56716519360845,0
-0.5550922705640711,2031353.0277275397,23,0.7842049339327561,0.5522853318929868,0.5366994409664076,0.06258474738866404,2393696.252528736,-1.5972476098154735,0.05273777630689058,0,47.737127933170555,64.48188613092142,0
-0.6650400231624347,2153554.1721537933,5,2.864913232990044,3.4354913005852508,1.711842823695712,3.173288841792008,-125477.11198118771,-1.2066566528958935,0.9733163059524208,2,70.74138376205084,59.551377072198676,0
2.9147147781444858,-162430.93838930188,0,1.152004893274084,-1.0300624674396193,0.6895578181200681,0.7140704829242226,909509.4007364976,-2.538400185629988,-0.668232466534012,3,43.72163591479307,69.30640021129531,1
0.12965934090490538,6252575.799338871,25,-4.304909286655347,0.6160872908964301,1.3518930373156426,0.42574489229356804,3725546.7401018804,0.44971185259790447,3.674654783403812,2,39.581472049261414,53.61738237582051,0
-0.5234928804813935,5001080.534373972,35,-5.456886972646371,0.09651058822458003,0.6544202518418483,,2358640.4184504636,2.1345394465695993,1.3489331940267095,0,97.9007404903718,84.17426774633584,0
-1.2859342711972546,1262266.9194933227,6,2.8602279666917605,1.121600931645141,1.4709892977001209,2.0391041058577066,-938335.1906769922,-1.7041583059305951,-0.132921543821638,1,70.64645408350565,88.77601348868508,0
-1.5215890957383014,-1013771.96530324,25,-0.14319025708597177,2.5958569550309787,0.5205644138343464,0.05572461754654778,-1142709.6309129412,-0.6385703011797328,2.77755962528994,3,61.97189724603709,60.60828519841804,0
-3.7219963214526905,13529242.245327301,-118,1.1960762871518904,4.048762174629579,-2.4278827642546057,1.0419826875539169,988688.9431076786,4.17380411735442,0.5874170465275611,0,18.47784301056058,,2
0.24239495448432136,1981022.0445111915,1,2.2352762189812725,0.7838617785271567,3.2752890532617958,2.1878374875964943,-2006731.119027596,-0.8558678258873377,-0.07911966952999416,1,80.68780598470234,58.6713943132369,0
0.7126132212011005,533289.8322972859,2,0.19787491476701424,0.6860912032229385,2.163108827705571,0.8906041805605752,-2202258.571127528,1.8162458562926806,-1.1331776562424138,4,32.42655494414356,,1
1.1398452529348164,-1157473.0575673038,-4,1.3850678592243117,0.8876588167558148,0.5936766679352179,0.9411851983072433,-1328040.5966619025,0.4720629185394801,-1.293001076786025,3,60.93381253182994,48.2150003957195,1
-1.384771141015259,18028.685303582704,5,-1.493991831326068,-0.8243450591857293,-1.5288631488934046,,-199506.81631234125,-0.49903319848763583,1.3397900178637947,3,88.56723666457633,,0
0.046666016559984924,-3387438.569986826,3,3.260742754741841,0.36570912434149394,1.7077198715993354,-0.7556372775947402,-3417411.293864894,-0.6634648336784488,-1.0677477585955082,0,59.76103437738976,98.7569430615469,1
-1.5031808503510118,-2748753.8298152382,16,-0.5892562999215789,2.3917560864394236,-1.961785474125156,1.5717201394986327,-1332835.240828512,-2.4666607632566304,3.922946809590571,0,12.604851490804926,52.48192697843406,0
-0.10965063167690159,6193680.172644875,-20,4.6706319960415685,1.4178041233755057,5.517740626477056,4.879514615957348,-1937120.4419110985,-1.6450899465417583,0.7346710918019179,0,91.64415248194288,35.08481921179062,0
-2.636844087644775,465354.3441645149,9,-2.428245044163927,0.1267109067838298,1.0599722181394604,-3.469324689302992,-1467681.610961173,3.574455755563537,2.9675957947055065,0,70.40844079425575,,2
1.723862719661322,40290.71619326086,16,0.6933457739613801,0.8534123563757685,1.1297709244714815,1.9918735124936964,-257977.04274870947,-1.6885843013652937,-0.8756924180385788,2,33.25629183723966,,0
0.6361156696337568,-1998910.7091706987,-8,5.1866572269483315,1.1366743244216986,1.439241320817125,-0.49756303523917556,-862615.9597556576,-1.0369080969941837,-1.6297852022610457,2,19.444080438748813,,1
-0.08507589098126156,1693763.2816416346,1,0.23952066822479334,2.2411620457652086,-1.3852837832138116,1.9024231451507148,2419444.5048681092,0.6159571814392111,-0.27086314262192457,3,74.29834299259676,64.45156233030643,2
1.938136647208804,895530.2649793619,-14,0.2855066946911369,1.917278930567964,-0.20975463430748476,1.8629851850648402,1044390.6601119131,0.7234217705190289,0.5072878936119085,3,5.889255700642904,,1
-2.7221229227570625,4855525.336319477,-6,-1.863144200724226,-3.3172719657678127,-1.0866457904103748,2.4202944374185433,515078.6988461338,-0.22526612779835353,-0.3635144149424562,1,89.8872319833448,73.07764730272692,1
-3.0345025901965674,4230894.902828504,9,-1.7476275034699555,-1.601354394926796,-2.259251850205012,2.3233027732098708,2184709.1544147017,-0.00011590190275878598,-1.3333935854887526,4,13.383873415050607,49.659553295370344,1
-0.026684819343191335,-5852565.947900158,44,-0.9168183835397361,-0.5812240761728436,-2.0729716610599436,-3.034665497959047,-431285.275660954,-0.9213190255839062,-2.0270443620005256,0,69.42228110726066,85.97181189950575,0
4.825167706610648,1785815.0137912468,7,-1.9988195848276724,-1.2144498791417955,2.7373221602113387,,1535006.2340173412,0.04342031194106344,0.15294966843090685,1,11.811909200699855,86.01583358245482,2
2.695147794908709,1017466.1088190285,4,2.5057954417308452,0.7619677267693288,3.4230559297382586,1.9372988397265472,-1109007.0455337355,-0.7886542237992096,-2.173716010396043,4,77.65878027016605,81.5793583341671,0
0.15201257382321942,1792193.415012131,13,0.09410659585466585,1.9258177418172173,-0.32782042624955066,1.4704090091658917,2275227.2739506755,-0.6243179767998166,0.47580492574102473,4,19.061714324781054,90.95616740066771,0
-3.1507930276432874,5569333.6839994425,4,1.0933374284014072,0.023115748872352793,-1.4750813159124962,1.8238033952745303,4089094.9527029116,0.8497326231517566,-2.586375738371176,4,10.605331961886632,61.98116948629158,1
-0.4431614434860699,-866240.2954107259,14,1.9545249905660107,1.4795996024760034,1.378326281227259,0.4553326226918688,-1492059.739376738,-0.21675644422096874,-0.9198398355133013,4,6.411871436700722,58.85777537737205,0
-0.8832692565328821,2470909.098432037,21,0.008345339804068264,0.2107823255633372,-0.1086342478732385,,1685779.088284829,-2.5001366211362477,0.49312890278030375,4,59.504594889470575,31.83640560961087,0
-0.9494864505797505,27105925.2184611,45,-3.6847393272245865,0.4411188579075238,-1.086307169838913,2.261630939950469,696592.9792166401,0.40294850253063763,2.1008892753107533,4,69.64347294176564,95.50889746411929,0
-0.33153849807014557,-17975.117566292553,-1,1.3471161773791636,0.5010303677990315,1.2458221481772696,3.087019459097953,-3347669.344647835,0.03874920374585522,-1.7186037885459995,1,97.62750064442194,39.436858588699856,0
1.5251471507063599,4335810.240282314,50,-5.860145559846355,-1.372241968243346,5.458623183830277,-5.274971924435735,1332507.452575864,2.4282888057667487,3.8290549511622523,3,42.9382609576278,80.25855214518326,2
-1.585209601075639,3647231.5189030366,9,-0.4484312523260876,-1.7548930384414891,-0.5512795567915059,1.5455902347861796,1696701.5819884362,-0.43611174203134384,-1.9129645002917286,1,83.38743365343744,,1
-1.2077734042954247,2852598.9555649795,-6,2.8840255942650495,2.0313765593948396,0.6956812494562825,1.9407858218835328,1051051.6253626742,1.0381586837323267,-1.6837688607589896,4,27.50575347442824,41.64486021123637,1
1.0263815078285097,921659.1135215884,-2,4.372164271069797,3.3739889211436873,3.8536910323548192,1.2846893760696583,-1383380.9682107132,0.7664409719409788,-1.0765715480564884,3,61.355073713530395,33.20489421612699,0
-2.160439560307261,238687.1728280503,22,0.766570612064462,0.5019821304373304,-0.6709748088277779,,833558.5816595232,-2.270946203708008,1.197227928229435,2,81.56366283179932,74.0991027511981,0
1.7533898955198568,3425679.117547943,-13,2.7765790281612013,2.05858477051045,4.319470970164366,4.251082162349437,-2073767.9730820223,-0.8247413729931897,0.587205068561641,2,40.02577748573771,95.68709196383259,0
-1.4188952156722356,-2165762.0125416787,7,-3.3844281287319053,-1.4987473904738553,-2.9649460952073494,0.9770251739466802,-2013118.721182363,-0.4251272768170822,1.3190765951904935,3,70.77404310521564,31.059797316257452,2
-2.341234676587285,8793946.514819523,31,-9.560074884584173,0.009141565755818704,-0.6045203417587518,4.3640547869212885,1751905.857969358,2.586945937742663,3.9616866033927933,4,13.52135015653504,33.33039788465791,0
-1.361831959510009,-4298200.503952546,18,1.296168681746719,1.235385248318451,-0.7365804626495611,-1.4780922870847206,-2046526.9729294872,-0.03828094477412558,-0.34364776345883463,0,12.036222574387667,,0
2.893072254694552,-1868301.7797295004,24,-0.19907848823343244,-0.8954659728269405,-0.0695526986292434,0.016554089539875583,1225761.851390438,-4.442618270212753,0.8465308422017526,1,87.42759273439611,70.63371154056847,0
-1.4196148179761376,-263416.51636249473,31,0.19892711325847712,0.8234055648051445,-0.3358000418491569,0.971669487572599,75696.70152865138,-2.124648743448015,0.2881857888870283,1,89.23107418162756,93.43263235198175,0
-2.5194852759741555,3364099.2236444224,21,-5.030275230349857,-0.606458800148505,-1.5918864080720585,1.3864886439710438,610835.8334269032,2.376412064612261,0.3899644556490671,0,31.256053080560243,,0
0.34870227821643496,1316879.3562907549,-6,-1.1014769329128005,0.1670928725854287,1.2329890513080022,,-1190478.8585698323,2.309008956014079,0.33271340401616345,4,17.23847297073894,31.545353971635407,1
2.293191458302544,-1923978.522946831,28,2.364759844734684,-0.623089270052869,-0.9672871370616045,-0.18461035900257294,3131151.6214440847,-4.511166027999769,-2.6214234653633626,3,58.63100874737558,38.623667386082325,0
-2.2109657027222633,-225427.81485942198,7,2.4078040295066057,-0.3763058524268903,1.9406267744940486,0.6119959061077093,-3516163.0803005947,0.21568585147524777,-1.919879588344951,0,17.763177232917513,97.13560262248765,0
2.5007289631660656,2572118.037104018,-2,8.12920081867845,3.002285279983676,4.227704663599253,0.3414550962539967,2941357.4944579294,0.14716794126872745,-5.7015126906199916,1,88.34090073815008,,1
0.6334487458883655,-214954.24224760052,-4,2.8706888611207675,0.2697878140013217,-1.3674818477948487,-1.0732252545255943,3572673.1312906784,-1.3658956648200131,-1.0168224697254906,4,35.53579669227659,31.83684194911273,1
